date,rendement_total_eur
2013-04-30,-0.013585
2013-05-31,0.00843
2013-06-30,0.021701
2013-07-31,-0.028794
2013-08-31,-0.027198
2013-09-30,-0.04667
2013-10-31,-0.068974
2013-11-30,0.090175
2013-12-31,-0.026247
2014-01-31,0.031851
2014-02-28,-0.035595
2014-03-31,0.08691
2014-04-30,0.034085
2014-05-31,0.061724
2014-06-30,0.00429
2014-07-31,0.058079
2014-08-31,-0.032187
2014-09-30,-0.064948
2014-10-31,0.068341
2014-11-30,0.049861
2014-12-31,0.024123
2015-01-31,-0.00089
2015-02-28,-0.013463
2015-03-31,-0.040802
2015-04-30,-0.010447
2015-05-31,0.015506
2015-06-30,0.056163
2015-07-31,0.002943
2015-08-31,-0.068417
2015-09-30,-0.066607
2015-10-31,-0.040997
2015-11-30,-0.049506
2015-12-31,0.041518
2016-01-31,0.065584
2016-02-29,0.04894
2016-03-31,-0.02886
2016-04-30,-0.054875
2016-05-31,0.04907
2016-06-30,-0.132153
2016-07-31,-0.016769
2016-08-31,-0.127635
2016-09-30,-0.016817
2016-10-31,-0.027263
2016-11-30,0.055586
2016-12-31,-0.049457
2017-01-31,-0.013598
2017-02-28,-0.0141
2017-03-31,-0.035808
2017-04-30,-0.01214
2017-05-31,-0.094598
2017-06-30,-0.046343
2017-07-31,-0.001306
2017-08-31,0.012724
2017-09-30,0.050795
2017-10-31,0.049133
2017-11-30,0.014748
2017-12-31,-0.007181
2018-01-31,-0.032682
2018-02-28,0.02994
2018-03-31,-0.05953
2018-04-30,0.031318
2018-05-31,-0.033794
2018-06-30,0.005317
2018-07-31,0.068085
2018-08-31,-0.060656
2018-09-30,0.026728
2018-10-31,-0.009582
2018-11-30,-0.02981
2018-12-31,-0.002009
2019-01-31,0.099981
2019-02-28,0.071252
2019-03-31,-0.023718
2019-04-30,-0.04052
2019-05-31,0.015788
2019-06-30,-0.090667
2019-07-31,-0.017298
2019-08-31,0.011088
2019-09-30,0.054431
2019-10-31,-0.028497
2019-11-30,-0.02257
2019-12-31,0.022155
2020-01-31,-0.093762
2020-02-29,-0.006697
2020-03-31,0.031084
2020-04-30,-0.005455
2020-05-31,0.118951
2020-06-30,0.111291
2020-07-31,-0.064127
2020-08-31,-0.004398
2020-09-30,-0.011534
2020-10-31,-0.04251
2020-11-30,-0.07378
2020-12-31,0.068264
2021-01-31,-0.001672
2021-02-28,-0.001546
2021-03-31,0.09868
2021-04-30,0.028664
2021-05-31,-0.062841
2021-06-30,-0.039896
2021-07-31,-0.072741
2021-08-31,0.006203
2021-09-30,-0.021365
2021-10-31,0.045114
2021-11-30,-0.016827
2021-12-31,0.040895
2022-01-31,0.102894
2022-02-28,-0.026468
2022-03-31,-0.008113
2022-04-30,0.001883
2022-05-31,0.087418
2022-06-30,-0.034662
2022-07-31,-0.077309
2022-08-31,-0.09245
2022-09-30,0.008168
2022-10-31,-0.062305
2022-11-30,-0.030507
2022-12-31,0.065522
2023-01-31,-0.021303
2023-02-28,0.020555
2023-03-31,0.01847
2023-04-30,0.026225
2023-05-31,-0.013553
2023-06-30,-0.038377
2023-07-31,0.117051
2023-08-31,-0.002372
2023-09-30,0.001018
2023-10-31,0.028604
2023-11-30,0.054121
2023-12-31,-0.078564
2024-01-31,-0.051549
2024-02-29,0.068253
2024-03-31,0.056352
2024-04-30,-0.014501
2024-05-31,-0.058885
2024-06-30,0.03034
2024-07-31,0.049879
2024-08-31,-0.058412
2024-09-30,0.033765
2024-10-31,0.003878
2024-11-30,0.026967
2024-12-31,0.020218
