date,rendement_total_eur
2012-05-31,-0.020511
2012-06-30,0.022156
2012-07-31,0.003742
2012-08-31,0.012935
2012-09-30,0.004177
2012-10-31,0.002881
2012-11-30,-0.011217
2012-12-31,-0.001913
2013-01-31,-0.020136
2013-02-28,0.00049
2013-03-31,0.017779
2013-04-30,-0.016833
2013-05-31,-0.004879
2013-06-30,-0.001722
2013-07-31,0.013641
2013-08-31,0.014388
2013-09-30,0.002625
2013-10-31,0.002915
2013-11-30,0.000383
2013-12-31,-0.002897
2014-01-31,-0.002813
2014-02-28,-0.002661
2014-03-31,0.000464
2014-04-30,0.002781
2014-05-31,-0.004354
2014-06-30,0.008264
2014-07-31,0.001625
2014-08-31,0.007348
2014-09-30,-0.011657
2014-10-31,-0.005028
2014-11-30,0.002931
2014-12-31,0.004846
2015-01-31,0.000228
2015-02-28,0.017402
2015-03-31,-0.000105
2015-04-30,0.016287
2015-05-31,0.015954
2015-06-30,0.008951
2015-07-31,0.006455
2015-08-31,0.00754
2015-09-30,0.000549
2015-10-31,-0.00926
2015-11-30,-0.003218
2015-12-31,-0.004338
2016-01-31,-0.002133
2016-02-29,-0.005347
2016-03-31,-0.008758
2016-04-30,0.003294
2016-05-31,0.016228
2016-06-30,-0.006752
2016-07-31,-0.016432
2016-08-31,-0.003799
2016-09-30,-0.010356
2016-10-31,-0.00823
2016-11-30,-0.011
2016-12-31,0.00052
2017-01-31,0.007225
2017-02-28,0.024508
2017-03-31,-0.009865
2017-04-30,-0.012202
2017-05-31,0.00024
2017-06-30,0.000611
2017-07-31,0.018074
2017-08-31,0.014989
2017-09-30,-0.004742
2017-10-31,-0.018593
2017-11-30,0.00769
2017-12-31,-0.0025
2018-01-31,0.015676
2018-02-28,0.000722
2018-03-31,0.000491
2018-04-30,-0.009963
2018-05-31,0.001548
2018-06-30,0.013529
2018-07-31,-0.006162
2018-08-31,0.003983
2018-09-30,-0.003899
2018-10-31,0.011065
2018-11-30,0.001425
2018-12-31,0.007448
2019-01-31,0.005154
2019-02-28,-0.006874
2019-03-31,-0.009553
2019-04-30,0.015133
2019-05-31,-0.00148
2019-06-30,-0.008322
2019-07-31,-0.004526
2019-08-31,0.018593
2019-09-30,0.002936
2019-10-31,0.013112
2019-11-30,-0.02087
2019-12-31,0.02503
2020-01-31,0.00285
2020-02-29,0.01539
2020-03-31,-0.001112
2020-04-30,0.001464
2020-05-31,0.010692
2020-06-30,0.020937
2020-07-31,0.003669
2020-08-31,-0.004727
2020-09-30,0.012244
2020-10-31,0.023271
2020-11-30,-0.011474
2020-12-31,-0.006394
2021-01-31,0.008489
2021-02-28,-0.002286
2021-03-31,-0.020137
2021-04-30,0.002026
2021-05-31,0.004991
2021-06-30,0.00906
2021-07-31,0.016131
2021-08-31,-0.010994
2021-09-30,-0.003333
2021-10-31,0.001482
2021-11-30,0.00629
2021-12-31,-0.005438
2022-01-31,0.002356
2022-02-28,-0.005662
2022-03-31,0.010713
2022-04-30,0.014664
2022-05-31,-0.005604
2022-06-30,0.008042
2022-07-31,-0.00829
2022-08-31,0.006128
2022-09-30,-0.012214
2022-10-31,0.004639
2022-11-30,0.013762
2022-12-31,0.011309
2023-01-31,-0.016404
2023-02-28,0.003547
2023-03-31,-0.001438
2023-04-30,0.016423
2023-05-31,0.006269
2023-06-30,0.016897
2023-07-31,-0.003277
2023-08-31,-0.009364
2023-09-30,-0.02231
2023-10-31,0.005153
2023-11-30,-0.000616
2023-12-31,0.005215
2024-01-31,0.000556
2024-02-29,0.004586
2024-03-31,0.016717
2024-04-30,-0.009993
2024-05-31,0.007575
2024-06-30,0.014924
2024-07-31,0.007479
2024-08-31,0.020875
2024-09-30,-0.000997
2024-10-31,0.003786
2024-11-30,-0.000765
2024-12-31,-0.001125
