date,rendement_total_eur
2021-11-30,-0.000598
2021-12-31,0.0035
2022-01-31,0.002139
2022-02-28,0.000571
2022-03-31,0.00167
2022-04-30,-0.001177
2022-05-31,0.00173
2022-06-30,0.00073
2022-07-31,0.000117
2022-08-31,0.001798
2022-09-30,0.000762
2022-10-31,0.005197
2022-11-30,-0.000847
2022-12-31,0.000638
2023-01-31,0.001639
2023-02-28,0.000848
2023-03-31,0.004395
2023-04-30,0.001394
2023-05-31,-0.002536
2023-06-30,-0.000344
2023-07-31,-0.003801
2023-08-31,0.001113
2023-09-30,0.00029
2023-10-31,0.002255
2023-11-30,0.002839
2023-12-31,-0.000648
2024-01-31,0.001282
2024-02-29,0.001054
2024-03-31,0.004218
2024-04-30,0.00132
2024-05-31,0.000369
2024-06-30,0.00025
2024-07-31,0.001998
2024-08-31,-0.002313
2024-09-30,-0.000786
2024-10-31,-0.000926
2024-11-30,-0.001812
2024-12-31,0.002236
