date,rendement_total_eur
2013-08-31,-0.007621
2013-09-30,0.00972
2013-10-31,0.04237
2013-11-30,-0.033805
2013-12-31,-0.025273
2014-01-31,0.048499
2014-02-28,0.008962
2014-03-31,0.011158
2014-04-30,0.031718
2014-05-31,0.024682
2014-06-30,0.034104
2014-07-31,0.003637
2014-08-31,0.047069
2014-09-30,0.001659
2014-10-31,0.019722
2014-11-30,-0.006995
2014-12-31,0.027152
2015-01-31,-0.022079
2015-02-28,0.09744
2015-03-31,-0.045394
2015-04-30,-0.027515
2015-05-31,-0.048575
2015-06-30,-0.061473
2015-07-31,-0.029007
2015-08-31,0.007079
2015-09-30,0.002079
2015-10-31,0.027036
2015-11-30,0.03382
2015-12-31,-0.01371
2016-01-31,-0.034351
2016-02-29,-0.052277
2016-03-31,-0.013558
2016-04-30,0.001437
2016-05-31,-0.008833
2016-06-30,-0.046608
2016-07-31,0.034333
2016-08-31,-0.007572
2016-09-30,0.037001
2016-10-31,0.037252
2016-11-30,0.007149
2016-12-31,-0.003724
2017-01-31,0.026434
2017-02-28,-0.047974
2017-03-31,0.042793
2017-04-30,0.022496
2017-05-31,0.033467
2017-06-30,0.027479
2017-07-31,0.031803
2017-08-31,0.033635
2017-09-30,-0.001267
2017-10-31,0.03916
2017-11-30,-0.032885
2017-12-31,-0.031176
2018-01-31,-0.011533
2018-02-28,0.008953
2018-03-31,-0.01019
2018-04-30,0.03232
2018-05-31,-0.006052
2018-06-30,0.022141
2018-07-31,0.03266
2018-08-31,0.001961
2018-09-30,0.027547
2018-10-31,0.005221
2018-11-30,0.011843
2018-12-31,-0.042494
2019-01-31,-0.004276
2019-02-28,0.006625
2019-03-31,-0.029162
2019-04-30,0.061875
2019-05-31,0.013383
2019-06-30,0.015192
2019-07-31,-0.000977
2019-08-31,0.006854
2019-09-30,0.052952
2019-10-31,-0.024469
2019-11-30,0.038684
2019-12-31,0.055903
2020-01-31,0.055645
2020-02-29,-0.001988
2020-03-31,0.007218
2020-04-30,-0.009998
2020-05-31,0.007691
2020-06-30,0.038942
2020-07-31,0.026749
2020-08-31,0.057644
2020-09-30,-0.028267
2020-10-31,0.032361
2020-11-30,-0.058322
2020-12-31,0.053317
2021-01-31,-0.021945
2021-02-28,0.058113
2021-03-31,0.034559
2021-04-30,-0.025583
2021-05-31,0.068116
2021-06-30,0.036449
2021-07-31,0.011072
2021-08-31,0.015733
2021-09-30,0.016783
2021-10-31,-0.010015
2021-11-30,0.063955
2021-12-31,0.017185
2022-01-31,0.029631
2022-02-28,-0.007845
2022-03-31,-0.025304
2022-04-30,0.042791
2022-05-31,0.001268
2022-06-30,-0.019251
2022-07-31,0.019688
2022-08-31,0.010678
2022-09-30,0.004163
2022-10-31,0.010902
2022-11-30,0.001063
2022-12-31,-0.024244
2023-01-31,-0.017317
2023-02-28,-7.1e-05
2023-03-31,-0.028275
2023-04-30,0.037712
2023-05-31,0.045756
2023-06-30,-0.033982
2023-07-31,-0.052428
2023-08-31,0.000536
2023-09-30,-0.007585
2023-10-31,0.045017
2023-11-30,-0.009108
2023-12-31,0.06697
2024-01-31,-0.001398
2024-02-29,0.010251
2024-03-31,0.007445
2024-04-30,-0.011904
2024-05-31,0.038907
2024-06-30,-0.039939
2024-07-31,0.012225
2024-08-31,-0.002191
2024-09-30,0.001676
2024-10-31,0.013584
2024-11-30,0.036224
2024-12-31,0.01188
